Adversarial Examples,Time(s),Length of Adversarial Examples
"(7/1, 28/1, 7/1)",240.197,3
"(48/1, 59/1, 59/1)",240.346,3
"(48/1, 32/1, 48/1)",240.561,3
"(49/1, 41/1)",240.567,2
"(56/1, 35/1)",240.667,2
"(22/1, 55/1)",240.836,2
"(60/1, 46/1, 60/1)",241.202,3
"(38/1, 44/1)",241.505,2
"(50/1, 39/1)",241.535,2
"(5/1, 2/1)",241.94,2
"(8/1, 54/1)",242.487,2
"(53/1, 55/1)",242.637,2
"(37/1, 32/1)",242.648,2
"(38/1, 33/1, 33/1)",242.729,3
"(45/1, 45/1, 29/1)",242.851,3
"(9/1, 9/1, 15/1)",243.51,3
"(56/1, 28/1)",244.179,2
"(32/1, 47/1, 32/1)",244.201,3
"(3/1, 3/1, 24/1, 3/1)",245.04,4
"(33/1, 39/1, 39/1)",245.071,3
"(9/1, 8/1)",245.276,2
"(8/1, 24/1, 24/1)",245.503,3
"(35/1, 44/1, 44/1)",245.62,3
"(50/1, 56/1)",246.36,2
"(14/1, 39/1)",246.452,2
"(30/1, 57/1)",246.88,2
"(48/1, 28/1)",247.178,2
"(38/1, 12/1)",247.943,2
"(15/1, 16/1, 16/1)",248.082,3
"(35/1, 35/1, 25/1)",248.11,3
"(57/1, 57/1, 15/1)",248.194,3
"(27/1, 24/1)",248.521,2
"(60/1, 5/1, 60/1)",248.547,3
"(42/1, 60/1, 42/1)",248.56,3
"(7/1, 13/1)",249.076,2
"(24/1, 3/1)",249.15,2
"(36/1, 41/1)",249.309,2
"(42/1, 57/1)",250.081,2
"(58/1, 40/1, 58/1)",250.091,3
"(20/1, 23/1, 20/1)",250.192,3
"(2/1, 11/1, 11/1)",250.612,3
"(28/1, 21/1)",251.365,2
"(8/1, 32/1)",251.54,2
"(47/1, 44/1)",251.732,2
"(14/1, 14/1, 47/1)",252.035,3
"(42/1, 14/1)",252.431,2
"(21/1, 46/1, 46/1)",252.98,3
"(60/1, 25/1)",253.074,2
"(14/1, 35/1)",253.474,2
"(52/1, 7/1, 9/1, 11/1, 51/1, 47/1)",253.92,6
"(48/1, 48/1, 45/1)",254.334,3
"(21/1, 21/1, 57/1)",254.463,3
"(8/1, 31/1)",254.495,2
"(31/1, 18/1, 18/1)",254.538,3
"(26/1, 28/1)",255.054,2
"(3/1, 57/1)",255.057,2
"(51/1, 44/1, 44/1)",255.124,3
"(45/1, 57/1)",255.291,2
"(22/1, 26/1, 26/1)",255.399,3
"(41/1, 1/1, 1/1, 1/1)",255.531,4
"(5/1, 31/1, 31/1)",255.66,3
"(29/1, 19/1)",255.784,2
"(49/1, 52/1)",256.588,2
"(37/1, 56/1, 56/1)",256.718,3
"(23/1, 50/1, 23/1)",256.902,3
"(29/1, 59/1, 59/1)",257.237,3
"(23/1, 46/1)",257.491,2
"(48/1, 55/1, 48/1)",258.503,3
"(28/1, 38/1, 28/1, 28/1)",258.843,4
"(19/1, 24/1)",258.959,2
"(42/1, 8/1, 42/1)",259.122,3
"(3/1, 33/1, 3/1)",259.363,3
"(41/1, 32/1, 41/1)",259.594,3
"(13/1, 19/1)",259.696,2
"(36/1, 49/1)",259.839,2
"(48/1, 48/1, 25/1)",260.028,3
"(52/1, 52/1, 3/1)",260.357,3
"(50/1, 9/1, 9/1)",260.6,3
"(49/1, 29/1)",260.724,2
"(31/1, 35/1, 35/1)",260.804,3
"(20/1, 36/1)",260.834,2
"(36/1, 24/1, 36/1)",260.981,3
"(12/1, 39/1, 12/1)",261.029,3
"(10/1, 10/1, 20/1)",261.091,3
"(3/1, 57/1, 3/1)",261.486,3
"(23/1, 23/1, 17/1)",261.719,3
"(50/1, 4/1)",261.987,2
"(19/1, 19/1, 33/1)",262.38,3
"(25/1, 18/1, 18/1)",262.633,3
"(25/1, 53/1)",263.508,2
"(29/1, 45/1, 45/1)",263.59,3
"(48/1, 59/1)",263.732,2
"(33/1, 59/1)",264.051,2
"(38/1, 7/1, 7/1)",264.16,3
"(13/1, 13/1, 15/1)",264.191,3
"(53/1, 2/1)",264.224,2
"(31/1, 31/1, 48/1)",264.315,3
"(52/1, 21/1)",264.381,2
"(44/1, 34/1)",264.746,2
"(32/1, 22/1, 22/1)",264.938,3
"(8/1, 55/1, 8/1, 8/1)",265.726,4
"(5/1, 3/1, 5/1)",266.133,3
"(39/1, 37/1)",266.158,2
"(39/1, 53/1)",266.192,2
"(48/1, 29/1, 29/1)",266.82,3
"(35/1, 35/1, 44/1)",266.843,3
"(13/1, 13/1, 13/1, 38/1)",267.327,4
"(2/1, 8/1, 2/1)",267.329,3
"(44/1, 12/1)",267.713,2
"(34/1, 45/1)",267.745,2
"(21/1, 25/1, 25/1)",268.423,3
"(51/1, 51/1, 44/1)",268.444,3
"(23/1, 6/1, 23/1)",268.918,3
"(48/1, 33/1)",268.963,2
"(37/1, 40/1)",269.241,2
"(14/1, 23/1, 14/1)",269.526,3
"(13/1, 49/1, 49/1)",269.654,3
"(42/1, 34/1, 42/1)",270.18,3
"(31/1, 60/1)",270.485,2
"(28/1, 7/1)",270.622,2
"(2/1, 32/1)",271.346,2
"(53/1, 53/1, 51/1)",271.372,3
"(31/1, 58/1)",271.83,2
"(12/1, 7/1)",272.04,2
"(40/1, 25/1, 25/1)",272.082,3
"(22/1, 22/1, 28/1)",272.127,3
"(34/1, 8/1)",272.335,2
"(11/1, 11/1, 49/1)",272.509,3
"(50/1, 8/1)",272.564,2
"(49/1, 3/1)",272.696,2
"(24/1, 18/1, 18/1)",273.167,3
"(22/1, 22/1, 4/1)",273.177,3
"(6/1, 31/1)",273.329,2
"(13/1, 37/1)",273.859,2
"(25/1, 25/1, 40/1)",273.914,3
"(43/1, 41/1)",274.358,2
"(55/1, 8/1)",274.421,2
"(25/1, 21/1)",274.455,2
"(13/1, 21/1, 21/1)",274.998,3
"(31/1, 43/1)",275.102,2
"(36/1, 36/1, 13/1)",275.116,3
"(50/1, 27/1)",275.267,2
"(45/1, 16/1, 16/1)",275.389,3
"(27/1, 57/1, 57/1)",275.505,3
"(3/1, 41/1)",275.579,2
"(20/1, 34/1, 20/1)",276.081,3
"(47/1, 51/1)",276.219,2
"(44/1, 47/1, 47/1)",276.328,3
"(25/1, 14/1)",276.512,2
"(6/1, 6/1, 45/1)",276.666,3
"(3/1, 26/1)",276.96,2
"(26/1, 25/1, 26/1)",277.024,3
"(15/1, 3/1, 3/1)",277.064,3
"(4/1, 13/1)",277.458,2
"(8/1, 60/1)",277.885,2
"(20/1, 34/1)",278.374,2
"(35/1, 35/1, 19/1)",278.878,3
"(49/1, 49/1, 2/1)",279.595,3
"(30/1, 30/1, 18/1)",279.694,3
"(6/1, 59/1, 59/1)",279.739,3
"(34/1, 37/1, 37/1)",279.939,3
"(57/1, 30/1, 30/1)",280.334,3
"(52/1, 4/1, 4/1)",280.441,3
"(57/1, 38/1)",280.638,2
"(51/1, 24/1)",280.683,2
"(8/1, 7/1, 8/1)",280.804,3
"(45/1, 48/1)",280.979,2
"(27/1, 1/1)",281.027,2
"(30/1, 39/1)",281.535,2
"(26/1, 7/1, 7/1)",281.65,3
"(36/1, 36/1, 35/1, 34/1, 36/1, 36/1)",281.728,6
"(30/1, 30/1, 50/1)",281.844,3
"(58/1, 55/1)",282.15,2
"(60/1, 60/1, 10/1)",282.528,3
"(26/1, 2/1)",282.871,2
"(3/1, 59/1)",283.231,2
"(29/1, 30/1, 30/1, 29/1, 18/1, 42/1, 36/1, 23/1)",283.351,8
"(57/1, 38/1, 57/1)",283.589,3
"(38/1, 30/1)",283.895,2
"(8/1, 14/1)",284.37,2
"(40/1, 46/1)",284.413,2
"(11/1, 60/1, 11/1)",284.485,3
"(24/1, 59/1, 24/1)",284.778,3
"(16/1, 41/1)",285.072,2
"(5/1, 5/1, 17/1)",285.769,3
"(49/1, 40/1, 40/1)",285.773,3
"(38/1, 56/1)",285.815,2
"(3/1, 49/1, 49/1)",285.851,3
"(39/1, 39/1, 45/1)",285.907,3
"(7/1, 16/1, 16/1)",286.038,3
"(7/1, 3/1)",286.221,2
"(37/1, 45/1, 37/1)",286.367,3
"(36/1, 36/1, 46/1)",286.847,3
"(30/1, 3/1)",287.367,2
"(54/1, 34/1)",287.417,2
"(22/1, 38/1, 38/1)",287.665,3
"(9/1, 27/1, 9/1)",288.715,3
"(41/1, 59/1)",288.815,2
"(47/1, 26/1, 26/1)",288.93,3
"(4/1, 4/1, 37/1, 37/1)",289.423,4
"(17/1, 17/1, 15/1)",289.605,3
"(1/1, 1/1, 44/1)",289.63,3
"(24/1, 37/1)",290.296,2
"(31/1, 31/1, 3/1)",290.392,3
"(8/1, 8/1, 30/1)",290.49,3
"(59/1, 41/1)",290.64,2
"(46/1, 7/1, 7/1)",290.85,3
"(3/1, 3/1, 47/1)",291.602,3
"(8/1, 6/1)",291.751,2
"(8/1, 56/1, 8/1)",292.045,3
"(31/1, 6/1, 31/1)",293.202,3
"(46/1, 11/1, 11/1)",293.939,3
"(5/1, 59/1, 5/1)",293.942,3
"(45/1, 12/1)",294.045,2
"(20/1, 55/1, 20/1)",294.084,3
"(11/1, 11/1, 36/1)",294.122,3
"(47/1, 47/1, 33/1)",295.607,3
"(16/1, 29/1)",295.787,2
"(23/1, 23/1, 45/1)",295.852,3
"(55/1, 55/1, 7/1)",295.936,3
"(23/1, 17/1)",296.005,2
"(24/1, 58/1, 24/1)",296.843,3
"(53/1, 14/1)",296.867,2
"(44/1, 44/1, 39/1)",296.945,3
"(58/1, 49/1)",297.394,2
"(29/1, 4/1, 4/1)",297.406,3
"(37/1, 31/1)",297.54,2
"(24/1, 43/1)",297.967,2
"(45/1, 45/1, 34/1)",298.156,3
"(28/1, 48/1, 48/1)",298.37,3
"(37/1, 9/1)",298.444,2
"(34/1, 19/1)",298.609,2
"(45/1, 59/1)",298.752,2
"(11/1, 11/1, 35/1)",300.37,3
"(10/1, 60/1)",300.495,2
"(12/1, 12/1, 26/1)",300.497,3
"(4/1, 22/1)",300.584,2
"(30/1, 48/1, 30/1)",300.607,3
"(5/1, 26/1)",300.909,2
"(56/1, 43/1, 43/1)",301.058,3
"(5/1, 19/1, 5/1)",301.163,3
"(1/1, 19/1, 19/1)",301.481,3
"(50/1, 50/1, 36/1)",301.523,3
"(16/1, 16/1, 21/1)",301.789,3
"(16/1, 16/1, 41/1)",301.886,3
"(22/1, 9/1, 9/1)",302.221,3
"(55/1, 42/1, 55/1)",302.79,3
"(9/1, 9/1, 33/1)",302.813,3
"(35/1, 51/1, 35/1)",303.087,3
"(49/1, 53/1, 53/1)",303.746,3
"(26/1, 26/1, 53/1)",303.889,3
"(42/1, 32/1)",304.175,2
"(23/1, 31/1)",304.236,2
"(14/1, 8/1, 14/1)",304.271,3
"(28/1, 15/1)",304.344,2
"(50/1, 21/1)",304.528,2
"(48/1, 48/1, 46/1)",304.74,3
"(42/1, 42/1, 53/1)",305.155,3
"(25/1, 27/1)",305.374,2
"(49/1, 40/1)",306.03,2
"(51/1, 15/1)",306.292,2
"(30/1, 35/1, 30/1)",306.496,3
"(10/1, 58/1)",306.904,2
"(40/1, 5/1, 5/1)",308.053,3
"(23/1, 23/1, 47/1)",308.357,3
"(14/1, 52/1)",308.576,2
"(59/1, 17/1)",310.277,2
"(35/1, 37/1, 37/1)",310.301,3
"(44/1, 25/1)",310.424,2
"(11/1, 47/1, 11/1)",310.576,3
"(19/1, 43/1)",310.91,2
"(47/1, 48/1, 47/1)",311.35,3
"(12/1, 34/1, 34/1)",312.374,3
"(32/1, 48/1)",312.648,2
"(23/1, 14/1)",312.654,2
"(59/1, 59/1, 27/1)",313.719,3
"(30/1, 54/1, 54/1)",314.627,3
"(38/1, 31/1, 38/1)",315.265,3
"(13/1, 51/1, 13/1, 13/1)",315.594,4
"(43/1, 25/1, 43/1)",316.204,3
"(17/1, 17/1, 38/1)",316.407,3
"(11/1, 1/1)",317.32,2
"(39/1, 7/1)",317.441,2
"(2/1, 9/1)",317.493,2
"(56/1, 22/1)",317.528,2
"(16/1, 19/1)",318.071,2
"(44/1, 58/1, 58/1)",318.223,3
"(57/1, 38/1, 38/1)",318.433,3
"(1/1, 11/1, 1/1)",318.581,3
"(10/1, 10/1, 58/1)",319.276,3
"(25/1, 25/1, 8/1)",319.556,3
"(54/1, 29/1)",320.053,2
"(54/1, 32/1, 32/1)",320.638,3
"(32/1, 28/1)",320.713,2
"(6/1, 6/1, 55/1)",320.982,3
"(13/1, 13/1, 9/1)",321.693,3
"(24/1, 19/1)",321.718,2
"(18/1, 9/1, 18/1)",322.089,3
"(55/1, 37/1, 37/1)",322.376,3
"(44/1, 59/1)",322.471,2
"(15/1, 3/1)",322.724,2
"(30/1, 36/1, 36/1)",323.285,3
"(7/1, 19/1, 7/1)",323.481,3
"(56/1, 18/1, 56/1)",323.772,3
"(53/1, 5/1)",323.801,2
"(56/1, 31/1)",327.981,2
"(46/1, 17/1)",328.128,2
"(49/1, 35/1, 49/1)",328.521,3
"(1/1, 58/1, 58/1)",329.046,3
"(45/1, 45/1, 28/1)",329.354,3
"(28/1, 25/1)",330.388,2
"(47/1, 47/1, 37/1)",331.835,3
"(19/1, 3/1, 19/1)",332.314,3
"(20/1, 26/1)",333.312,2
"(35/1, 37/1)",333.342,2
"(34/1, 20/1, 20/1)",333.466,3
"(1/1, 21/1)",333.598,2
"(37/1, 37/1, 58/1)",333.971,3
"(35/1, 19/1)",334.109,2
"(25/1, 51/1)",334.754,2
"(25/1, 25/1, 43/1)",335.02,3
"(11/1, 11/1, 60/1)",335.221,3
"(44/1, 54/1, 44/1)",336.099,3
"(49/1, 49/1, 6/1)",336.455,3
"(33/1, 15/1)",336.602,2
"(48/1, 48/1, 16/1)",337.212,3
"(10/1, 57/1, 10/1)",337.285,3
"(26/1, 38/1, 38/1)",338.599,3
"(20/1, 20/1, 23/1)",339.793,3
"(3/1, 19/1, 3/1)",339.896,3
"(45/1, 24/1)",339.909,2
"(47/1, 47/1, 18/1)",340.481,3
"(5/1, 34/1)",340.536,2
"(58/1, 35/1, 58/1)",340.544,3
"(41/1, 32/1, 32/1)",340.729,3
"(4/1, 4/1, 7/1)",340.827,3
"(40/1, 24/1, 40/1)",341.358,3
"(27/1, 6/1)",341.796,2
"(16/1, 16/1, 13/1)",342.042,3
"(54/1, 13/1, 54/1)",342.096,3
"(30/1, 30/1, 47/1)",342.14,3
"(26/1, 2/1, 2/1)",342.253,3
"(27/1, 39/1, 39/1)",342.254,3
"(14/1, 32/1, 32/1)",342.436,3
"(45/1, 27/1)",343.247,2
"(12/1, 55/1, 12/1)",343.769,3
"(31/1, 53/1, 31/1)",344.499,3
"(49/1, 35/1)",344.683,2
"(40/1, 19/1)",344.896,2
"(45/1, 35/1, 45/1)",344.966,3
"(25/1, 55/1)",345.105,2
"(22/1, 18/1, 18/1)",345.544,3
"(9/1, 23/1)",345.67,2
"(44/1, 44/1, 29/1)",346.276,3
"(44/1, 32/1)",346.548,2
"(49/1, 49/1, 47/1)",346.65,3
"(23/1, 12/1, 12/1)",347.085,3
"(34/1, 20/1, 34/1)",347.096,3
"(31/1, 17/1, 17/1)",347.83,3
"(10/1, 3/1, 3/1)",348.086,3
"(21/1, 21/1, 1/1)",348.232,3
"(54/1, 52/1, 50/1)",348.322,3
"(19/1, 37/1)",348.334,2
"(58/1, 21/1)",348.387,2
"(40/1, 9/1, 40/1)",349.55,3
"(25/1, 25/1, 31/1)",349.556,3
"(50/1, 53/1)",349.839,2
"(42/1, 38/1, 38/1, 42/1)",350.696,4
"(49/1, 49/1, 41/1)",351.132,3
"(5/1, 22/1, 22/1)",351.182,3
"(35/1, 58/1)",351.363,2
"(42/1, 42/1, 11/1)",351.472,3
"(20/1, 20/1, 31/1)",351.636,3
"(33/1, 33/1, 53/1)",354.151,3
"(38/1, 15/1)",354.274,2
"(18/1, 60/1, 60/1)",354.345,3
"(4/1, 32/1)",354.842,2
"(56/1, 42/1, 42/1)",355.381,3
"(29/1, 20/1, 29/1)",355.465,3
"(33/1, 42/1)",355.999,2
"(4/1, 30/1)",356.305,2
"(13/1, 38/1)",356.771,2
"(18/1, 1/1, 18/1)",357.23,3
"(3/1, 58/1, 3/1)",357.402,3
"(14/1, 3/1)",358.242,2
"(36/1, 36/1, 30/1, 36/1)",358.733,4
"(21/1, 30/1, 30/1)",358.851,3
"(10/1, 14/1, 14/1)",359.4,3
"(1/1, 16/1)",359.738,2
"(27/1, 23/1, 23/1)",359.8,3
"(24/1, 48/1)",359.868,2
"(56/1, 22/1, 22/1)",360.442,3
"(1/1, 22/1, 22/1, 22/1)",360.49,4
"(57/1, 54/1, 57/1)",362.221,3
"(29/1, 22/1, 29/1)",362.263,3
"(11/1, 18/1, 18/1)",363.226,3
"(30/1, 14/1, 14/1)",363.36,3
"(7/1, 7/1, 51/1)",364.135,3
"(34/1, 10/1)",364.154,2
"(41/1, 5/1, 41/1)",364.543,3
"(19/1, 6/1)",364.902,2
"(29/1, 29/1, 20/1)",365.306,3
"(22/1, 31/1, 31/1)",365.45,3
"(29/1, 23/1, 23/1)",365.819,3
"(9/1, 59/1, 9/1)",366.075,3
"(18/1, 18/1, 16/1)",366.175,3
"(40/1, 23/1, 40/1)",366.295,3
"(60/1, 60/1, 6/1)",366.355,3
"(21/1, 4/1)",367.346,2
"(30/1, 6/1, 6/1)",367.558,3
"(32/1, 17/1, 17/1)",368.334,3
"(60/1, 55/1, 60/1)",369.105,3
"(14/1, 56/1)",369.513,2
"(8/1, 20/1, 20/1)",369.55,3
"(21/1, 28/1, 28/1)",370.49,3
"(21/1, 33/1, 21/1)",370.843,3
"(40/1, 52/1)",371.29,2
"(34/1, 1/1, 34/1)",371.652,3
"(33/1, 33/1, 3/1)",372.399,3
"(32/1, 21/1, 32/1)",372.943,3
"(13/1, 13/1, 33/1)",373.421,3
"(14/1, 1/1)",373.902,2
"(27/1, 3/1, 27/1)",374.118,3
"(58/1, 50/1)",374.291,2
"(39/1, 55/1)",374.924,2
"(20/1, 28/1, 20/1)",375.373,3
"(20/1, 2/1, 20/1)",375.489,3
"(7/1, 7/1, 14/1)",375.619,3
"(53/1, 27/1, 53/1)",375.83,3
"(28/1, 28/1, 20/1)",376.76,3
"(48/1, 38/1)",376.948,2
"(24/1, 8/1)",377.192,2
"(31/1, 58/1, 58/1)",378.953,3
"(48/1, 22/1, 48/1)",380.151,3
"(27/1, 27/1, 1/1)",380.38,3
"(16/1, 16/1, 20/1)",381.102,3
"(44/1, 20/1, 44/1)",381.156,3
"(29/1, 51/1)",381.361,2
"(30/1, 30/1, 36/1)",382.885,3
"(17/1, 20/1, 20/1)",383.564,3
"(39/1, 22/1, 22/1)",384.001,3
"(49/1, 29/1, 29/1)",384.528,3
"(29/1, 43/1)",384.707,2
"(40/1, 40/1, 29/1)",385.168,3
"(48/1, 4/1, 48/1)",385.525,3
"(13/1, 2/1, 13/1)",386.159,3
"(17/1, 53/1, 17/1)",386.443,3
"(55/1, 21/1)",386.757,2
"(39/1, 15/1, 39/1)",387.925,3
"(5/1, 54/1, 5/1)",388.36,3
"(59/1, 59/1, 19/1)",388.497,3
"(12/1, 12/1, 43/1)",389.182,3
"(40/1, 58/1, 58/1)",389.579,3
"(57/1, 57/1, 9/1)",390.031,3
"(41/1, 25/1, 41/1)",390.096,3
"(3/1, 4/1)",390.302,2
"(17/1, 12/1, 12/1)",390.411,3
"(3/1, 3/1, 36/1)",390.481,3
"(7/1, 18/1, 18/1)",390.744,3
"(1/1, 51/1, 51/1)",390.883,3
"(13/1, 13/1, 31/1)",392.52,3
"(7/1, 31/1, 31/1)",393.003,3
"(17/1, 17/1, 29/1)",393.939,3
"(44/1, 40/1, 44/1)",394.097,3
"(26/1, 22/1)",394.538,2
"(41/1, 41/1, 52/1)",395.228,3
"(59/1, 60/1)",396.177,2
"(58/1, 59/1, 58/1)",396.217,3
"(19/1, 8/1, 19/1, 19/1)",396.288,4
"(25/1, 44/1, 25/1)",396.431,3
"(13/1, 3/1, 13/1)",396.536,3
"(25/1, 25/1, 51/1)",396.619,3
"(32/1, 10/1)",397.069,2
"(2/1, 42/1, 42/1)",397.527,3
"(59/1, 43/1)",398.554,2
"(37/1, 54/1, 37/1)",398.92,3
"(57/1, 53/1)",399.01,2
"(4/1, 59/1)",399.332,2
"(19/1, 37/1, 19/1)",399.585,3
"(46/1, 51/1, 46/1)",399.689,3
"(30/1, 58/1, 58/1)",399.832,3
