Adversarial Examples,Time(s),Length of Adversarial Examples
"(2/1, 18/1, 23/1, 60/1, 46/1, 54/1, 31/1, 23/1, 25/1, 44/1, 21/1, 20/1, 48/1)",274.885,13
"(49/1, 2/1, 16/1, 33/1, 27/1, 35/1, 3/1, 29/1, 47/1, 46/1, 52/1, 16/1, 14/1, 57/1, 28/1)",274.889,15
"(14/1, 55/1, 45/1)",274.905,3
"(5/1, 22/1, 34/1, 53/1, 59/1)",274.91,5
"(19/1, 2/1, 41/1, 8/1, 3/1, 12/1, 54/1, 57/1, 24/1, 50/1, 26/1, 22/1, 14/1)",274.939,13
"(4/1, 31/1, 16/1, 19/1, 45/1)",274.947,5
"(6/1, 45/1, 54/1)",274.961,3
"(36/1, 50/1, 36/1, 26/1, 10/1, 28/1, 45/1, 21/1, 33/1, 15/1, 12/1, 20/1, 29/1, 30/1, 3/1, 59/1, 38/1, 30/1, 28/1)",274.967,19
"(4/1, 29/1, 46/1, 13/1, 44/1, 23/1, 58/1, 52/1, 25/1, 1/1, 20/1, 40/1, 13/1, 26/1, 48/1, 58/1, 29/1)",274.974,17
"(35/1, 20/1, 34/1)",274.98,3
"(22/1, 60/1, 45/1)",274.993,3
"(14/1, 33/1, 36/1, 37/1, 5/1, 32/1, 21/1, 43/1, 10/1, 6/1, 52/1, 37/1, 13/1, 59/1, 54/1, 49/1, 41/1, 36/1, 60/1, 6/1)",274.996,20
"(1/1, 17/1, 6/1)",275.009,3
"(9/1, 4/1, 14/1, 5/1, 22/1, 23/1, 8/1, 41/1, 35/1, 20/1, 6/1, 28/1, 26/1)",275.018,13
"(15/1, 52/1, 47/1, 37/1, 58/1, 46/1, 1/1, 45/1, 29/1, 41/1, 29/1, 8/1, 7/1)",275.022,13
"(44/1, 40/1, 8/1, 55/1, 35/1)",275.032,5
"(18/1, 44/1, 52/1, 57/1, 48/1, 46/1, 57/1, 11/1, 25/1, 30/1, 50/1)",275.055,11
"(42/1, 25/1, 40/1, 48/1, 5/1, 37/1, 5/1, 30/1, 60/1, 4/1, 11/1, 28/1, 51/1, 5/1, 45/1, 29/1, 28/1, 23/1, 26/1)",275.066,19
"(16/1, 3/1, 26/1, 26/1, 50/1, 15/1, 48/1, 49/1, 54/1, 33/1, 3/1, 42/1, 19/1, 41/1, 18/1)",275.071,15
"(5/1, 42/1, 15/1, 57/1, 47/1)",275.075,5
"(14/1, 44/1, 53/1)",275.081,3
"(17/1, 15/1, 40/1, 38/1, 6/1, 26/1, 48/1, 32/1, 23/1, 54/1, 26/1, 42/1, 13/1, 25/1, 53/1, 36/1, 19/1)",275.087,17
"(17/1, 48/1, 57/1, 17/1, 16/1, 16/1, 26/1)",275.096,7
"(54/1, 43/1, 22/1, 7/1, 28/1)",275.121,5
"(50/1, 19/1, 33/1, 24/1, 23/1, 5/1, 37/1)",275.142,7
"(47/1, 33/1, 54/1, 59/1, 30/1, 40/1, 16/1, 34/1, 20/1, 2/1, 45/1, 3/1, 53/1, 3/1, 1/1)",275.147,15
"(29/1, 46/1, 54/1, 2/1, 40/1, 45/1, 37/1, 34/1, 30/1, 19/1, 2/1, 26/1, 3/1, 27/1, 45/1, 54/1, 35/1)",275.155,17
"(33/1, 60/1, 43/1, 11/1, 26/1, 25/1, 27/1)",275.171,7
"(34/1, 17/1, 57/1, 39/1, 12/1, 44/1, 59/1)",275.177,7
"(33/1, 49/1, 55/1, 46/1, 4/1, 1/1, 29/1, 43/1, 40/1, 23/1, 23/1)",275.181,11
"(15/1, 7/1, 41/1, 41/1, 58/1, 25/1, 11/1, 56/1, 2/1, 60/1, 42/1, 22/1, 39/1, 6/1, 25/1, 23/1, 8/1, 49/1, 58/1)",275.199,19
"(23/1, 43/1, 44/1, 1/1)",275.203,4
"(50/1, 38/1, 7/1, 48/1, 41/1, 4/1, 36/1, 29/1, 28/1, 39/1, 11/1, 46/1, 23/1, 54/1, 28/1, 55/1, 57/1, 24/1, 10/1)",275.214,19
"(21/1, 35/1, 22/1, 7/1, 54/1, 11/1, 20/1, 34/1, 30/1, 35/1, 35/1, 40/1, 49/1, 16/1, 1/1, 20/1, 26/1, 41/1, 40/1)",275.238,19
"(60/1, 24/1, 26/1)",275.246,3
"(44/1, 2/1, 30/1, 15/1, 29/1, 10/1, 21/1, 15/1, 45/1, 39/1, 49/1, 60/1, 19/1, 37/1, 36/1, 31/1, 46/1, 20/1, 11/1)",275.262,19
"(41/1, 51/1, 15/1, 26/1, 26/1, 6/1, 56/1, 56/1, 32/1, 56/1, 34/1, 27/1, 14/1, 33/1, 18/1, 37/1, 43/1, 2/1, 10/1)",275.274,19
"(52/1, 16/1, 46/1, 18/1, 17/1)",275.286,5
"(21/1, 40/1, 42/1, 14/1, 60/1, 35/1, 36/1, 60/1, 6/1, 6/1, 27/1, 17/1, 11/1)",275.294,13
"(1/1, 13/1, 9/1, 16/1, 24/1, 45/1, 10/1, 40/1, 8/1)",275.312,9
"(30/1, 30/1, 6/1, 32/1, 31/1, 16/1, 41/1, 13/1, 47/1, 22/1, 26/1, 7/1, 45/1, 12/1, 10/1)",275.32,15
"(23/1, 47/1, 33/1, 60/1, 5/1, 14/1, 37/1, 1/1, 21/1, 25/1, 52/1, 24/1, 1/1, 31/1, 7/1, 54/1, 9/1, 18/1, 46/1)",275.351,19
"(33/1, 44/1, 8/1, 56/1, 47/1, 30/1, 8/1, 50/1, 1/1, 41/1, 3/1, 25/1, 43/1)",275.357,13
"(13/1, 48/1, 43/1)",275.369,3
"(14/1, 11/1, 7/1, 32/1, 24/1, 41/1, 55/1, 30/1, 8/1)",275.384,9
"(46/1, 53/1, 35/1, 48/1, 35/1, 5/1, 42/1, 5/1, 36/1)",275.395,9
"(19/1, 46/1, 39/1)",275.416,3
"(43/1, 36/1, 7/1, 20/1, 29/1, 19/1, 35/1)",275.427,7
"(12/1, 7/1, 36/1, 25/1, 10/1, 18/1, 40/1)",275.452,7
"(39/1, 14/1, 25/1, 6/1, 28/1)",275.464,5
"(3/1, 44/1, 53/1, 54/1, 41/1)",275.476,5
"(45/1, 38/1, 13/1, 31/1, 4/1, 19/1, 9/1, 59/1, 58/1)",275.483,9
"(11/1, 21/1, 34/1, 47/1, 13/1, 50/1, 60/1, 58/1, 41/1, 26/1, 23/1, 39/1, 11/1, 28/1, 57/1, 34/1, 22/1, 21/1, 54/1)",275.499,19
"(1/1, 36/1, 37/1, 40/1, 26/1, 3/1, 15/1, 55/1, 37/1, 30/1, 59/1)",275.516,11
"(28/1, 27/1, 53/1, 47/1, 60/1, 23/1, 14/1, 27/1, 6/1, 11/1, 16/1, 55/1, 41/1)",275.525,13
"(56/1, 40/1, 48/1, 11/1, 14/1, 12/1, 12/1, 19/1, 58/1, 36/1, 27/1, 4/1, 50/1, 47/1, 36/1, 16/1, 25/1)",275.54,17
"(45/1, 51/1, 7/1, 7/1, 23/1, 55/1, 29/1, 29/1, 6/1, 30/1, 58/1)",275.553,11
"(20/1, 48/1, 36/1, 3/1, 23/1, 14/1, 17/1, 46/1, 15/1, 23/1, 17/1, 7/1, 24/1, 8/1, 13/1)",275.583,15
"(44/1, 34/1, 15/1, 27/1, 50/1, 17/1, 42/1, 59/1, 36/1, 4/1, 13/1)",275.591,11
"(10/1, 58/1, 27/1, 25/1, 40/1, 16/1, 16/1, 55/1, 20/1, 47/1, 28/1, 52/1, 1/1, 15/1, 53/1)",275.599,15
"(9/1, 29/1, 51/1, 36/1, 5/1, 20/1, 6/1, 40/1, 41/1, 33/1, 30/1, 59/1, 20/1, 49/1, 40/1, 52/1, 44/1)",275.603,17
"(40/1, 16/1, 11/1)",275.608,3
"(11/1, 43/1, 42/1, 58/1, 48/1, 27/1, 50/1, 47/1, 16/1, 1/1, 32/1, 19/1, 34/1, 18/1, 24/1, 45/1, 28/1, 49/1, 41/1)",275.616,19
"(3/1, 56/1, 54/1, 26/1, 30/1, 52/1, 4/1, 14/1, 28/1, 52/1, 14/1, 58/1, 5/1, 17/1, 42/1, 49/1, 46/1)",275.627,17
"(8/1, 9/1, 19/1, 25/1, 10/1, 46/1, 16/1, 54/1, 36/1, 33/1, 42/1, 26/1, 28/1, 50/1, 19/1, 20/1, 3/1, 36/1, 27/1)",275.633,19
"(10/1, 52/1, 11/1, 20/1, 45/1)",275.65,5
"(11/1, 43/1, 50/1, 57/1, 60/1, 9/1, 47/1)",275.668,7
"(42/1, 58/1, 60/1, 36/1, 44/1, 17/1, 47/1, 26/1, 8/1, 15/1, 32/1)",275.679,11
"(32/1, 42/1, 13/1, 15/1, 10/1, 21/1, 4/1, 52/1, 47/1)",275.686,9
"(33/1, 48/1, 14/1, 7/1, 15/1, 60/1, 38/1, 57/1, 22/1, 38/1, 49/1, 33/1, 4/1, 17/1, 6/1, 51/1, 33/1, 11/1, 14/1)",275.694,19
"(8/1, 54/1, 20/1)",275.706,3
"(31/1, 28/1, 51/1, 4/1, 8/1, 38/1, 2/1, 36/1, 47/1)",275.723,9
"(15/1, 11/1, 57/1, 26/1, 6/1, 39/1, 24/1, 51/1, 6/1, 59/1, 46/1)",275.732,11
"(44/1, 37/1, 39/1, 26/1, 24/1, 14/1, 8/1, 7/1, 55/1, 24/1, 25/1, 2/1, 32/1, 16/1, 31/1, 6/1, 1/1)",275.745,17
"(43/1, 15/1, 54/1, 51/1, 33/1, 57/1, 13/1, 28/1, 24/1, 7/1, 51/1, 30/1, 38/1, 9/1, 21/1, 16/1, 4/1)",275.758,17
"(32/1, 54/1, 2/1, 35/1, 10/1, 3/1, 53/1, 55/1, 47/1, 38/1, 4/1, 19/1, 35/1, 33/1, 14/1, 37/1, 28/1, 10/1, 8/1)",275.763,19
"(13/1, 38/1, 48/1, 16/1, 5/1, 32/1, 10/1, 52/1, 49/1, 37/1, 27/1, 26/1, 3/1, 34/1, 34/1, 39/1, 30/1, 20/1, 52/1)",275.768,19
"(18/1, 46/1, 6/1, 38/1, 46/1, 44/1, 52/1, 5/1, 11/1, 4/1, 2/1, 33/1, 6/1, 9/1, 29/1, 3/1, 3/1, 44/1, 30/1)",275.773,19
"(57/1, 9/1, 45/1, 24/1, 55/1, 12/1, 6/1, 9/1, 30/1)",275.781,9
"(7/1, 5/1, 44/1, 42/1, 8/1, 31/1, 19/1, 22/1, 49/1)",275.786,9
"(40/1, 56/1, 32/1, 57/1, 47/1, 38/1, 5/1, 51/1, 39/1, 1/1, 15/1, 57/1, 35/1)",275.794,13
"(5/1, 21/1, 17/1)",275.798,3
"(30/1, 4/1, 36/1, 49/1, 35/1, 3/1, 48/1, 46/1, 7/1, 46/1, 47/1, 57/1, 37/1, 27/1, 37/1)",275.82,15
"(32/1, 17/1, 41/1, 48/1, 51/1, 20/1, 5/1, 56/1, 37/1, 57/1, 57/1, 48/1, 32/1, 39/1, 28/1, 21/1, 12/1)",275.825,17
"(10/1, 47/1, 51/1, 59/1, 12/1, 21/1, 44/1, 55/1, 28/1, 7/1, 18/1, 47/1, 6/1, 10/1, 46/1, 2/1)",275.827,16
"(3/1, 48/1, 8/1, 45/1, 59/1, 50/1, 22/1)",275.837,7
"(31/1, 52/1, 29/1, 12/1, 58/1, 50/1, 20/1, 25/1, 50/1)",275.841,9
"(39/1, 58/1, 39/1, 53/1, 52/1, 36/1, 32/1)",275.845,7
"(32/1, 11/1, 31/1, 40/1, 52/1, 22/1, 7/1, 48/1, 7/1, 12/1, 57/1, 29/1, 12/1, 43/1, 20/1)",275.851,15
"(15/1, 44/1, 5/1, 46/1, 11/1, 60/1, 53/1, 53/1, 11/1, 49/1, 7/1, 19/1, 57/1)",275.862,13
"(17/1, 54/1, 18/1, 56/1, 55/1, 26/1, 47/1, 29/1, 29/1, 19/1, 58/1, 50/1, 9/1, 36/1, 59/1)",275.87,15
"(47/1, 24/1, 44/1)",275.88,3
"(16/1, 35/1, 28/1, 24/1, 8/1, 30/1, 51/1, 25/1, 59/1, 54/1, 4/1, 38/1, 44/1, 48/1, 47/1)",275.893,15
"(3/1, 52/1, 25/1, 44/1, 4/1, 40/1, 16/1)",275.919,7
"(17/1, 23/1, 24/1)",275.925,3
"(3/1, 13/1, 8/1, 12/1, 60/1, 31/1, 20/1, 56/1, 28/1, 45/1, 55/1, 59/1, 18/1)",275.931,13
"(6/1, 17/1, 59/1, 16/1, 6/1, 29/1, 50/1)",275.951,7
"(35/1, 56/1, 21/1, 43/1, 60/1, 1/1, 32/1, 19/1, 40/1, 60/1, 48/1, 21/1, 38/1, 30/1, 30/1, 22/1, 15/1, 40/1, 50/1)",275.973,19
"(38/1, 46/1, 1/1, 45/1, 40/1, 52/1, 45/1, 2/1, 9/1, 55/1, 33/1)",275.978,11
"(16/1, 9/1, 30/1, 51/1, 13/1, 24/1, 22/1)",275.985,7
"(21/1, 38/1, 39/1, 14/1, 15/1, 15/1, 59/1, 52/1, 36/1, 31/1, 6/1, 51/1, 14/1, 40/1, 12/1, 46/1, 20/1, 49/1, 14/1)",275.994,19
"(31/1, 14/1, 56/1, 25/1, 49/1, 55/1, 51/1, 47/1, 14/1, 31/1, 29/1, 31/1, 26/1, 1/1, 9/1)",276.004,15
"(13/1, 7/1, 6/1, 21/1, 23/1, 29/1, 52/1, 6/1, 8/1, 48/1, 22/1, 34/1, 50/1, 29/1, 22/1, 3/1, 7/1, 24/1, 20/1)",276.03,19
"(52/1, 53/1, 15/1, 30/1, 58/1, 37/1, 3/1, 42/1, 58/1, 50/1, 43/1, 1/1, 20/1)",276.037,13
"(35/1, 43/1, 45/1, 36/1, 17/1, 59/1, 5/1, 17/1, 34/1, 57/1, 48/1)",276.041,11
"(23/1, 59/1, 53/1)",276.068,3
"(59/1, 16/1, 29/1, 5/1, 26/1, 1/1, 14/1, 21/1, 14/1)",276.083,9
"(20/1, 7/1, 40/1, 43/1, 29/1, 60/1, 22/1)",276.087,7
"(13/1, 45/1, 45/1, 8/1, 5/1, 7/1, 11/1, 13/1, 37/1, 30/1, 26/1, 42/1, 37/1, 20/1, 10/1, 19/1, 34/1)",276.091,17
"(11/1, 32/1, 49/1, 43/1, 47/1, 57/1, 16/1, 20/1, 20/1, 17/1, 2/1, 58/1, 48/1, 9/1)",276.119,14
"(52/1, 40/1, 59/1, 3/1, 22/1, 19/1, 14/1, 57/1, 39/1, 35/1, 50/1, 1/1)",276.131,12
"(15/1, 34/1, 21/1, 53/1, 25/1)",276.146,5
"(4/1, 47/1, 39/1, 1/1, 60/1, 46/1, 44/1, 47/1, 20/1, 27/1, 37/1, 23/1, 11/1, 26/1, 1/1, 32/1, 11/1)",276.164,17
"(45/1, 40/1, 54/1, 28/1, 1/1, 40/1, 40/1)",276.182,7
"(1/1, 13/1, 23/1, 6/1, 13/1, 55/1, 11/1, 4/1, 54/1, 30/1, 34/1, 35/1, 14/1, 21/1, 39/1)",276.186,15
"(37/1, 30/1, 38/1, 20/1, 20/1, 15/1, 22/1, 16/1, 44/1, 30/1, 26/1, 46/1, 44/1, 38/1, 41/1, 1/1, 11/1, 27/1, 29/1)",276.204,19
"(3/1, 7/1, 20/1, 20/1, 54/1, 44/1, 45/1, 36/1, 42/1, 27/1, 3/1, 30/1, 14/1, 35/1, 38/1)",276.222,15
"(9/1, 41/1, 13/1, 58/1, 30/1, 37/1, 20/1, 2/1, 18/1, 59/1, 43/1)",276.234,11
"(43/1, 9/1, 27/1)",276.251,3
"(19/1, 4/1, 11/1, 59/1, 2/1, 9/1, 25/1, 7/1, 13/1, 59/1, 36/1, 46/1, 9/1, 27/1, 52/1)",276.266,15
"(38/1, 9/1, 35/1, 11/1, 4/1, 36/1, 36/1, 25/1, 20/1, 23/1, 33/1, 57/1, 48/1, 21/1, 22/1)",276.272,15
"(4/1, 21/1, 24/1, 2/1, 50/1, 50/1, 5/1, 44/1, 42/1, 17/1, 40/1, 34/1, 11/1, 45/1, 15/1, 30/1, 56/1)",276.289,17
"(16/1, 5/1, 3/1)",276.296,3
"(58/1, 21/1, 42/1)",276.316,3
"(53/1, 31/1, 52/1, 34/1, 11/1, 58/1, 47/1)",276.322,7
"(49/1, 40/1, 41/1, 16/1, 57/1, 9/1, 56/1, 60/1, 3/1, 46/1, 54/1, 58/1, 58/1)",276.357,13
"(29/1, 9/1, 1/1, 14/1, 21/1, 48/1, 14/1, 46/1, 11/1, 49/1, 24/1)",276.367,11
"(42/1, 60/1, 32/1, 3/1, 28/1, 6/1, 38/1, 23/1, 8/1, 10/1, 15/1, 40/1, 36/1, 60/1, 41/1, 58/1, 35/1)",276.374,17
"(8/1, 50/1, 38/1, 42/1, 25/1)",276.393,5
"(26/1, 42/1, 35/1, 45/1, 52/1, 44/1, 34/1)",276.412,7
"(1/1, 59/1, 48/1, 14/1, 53/1, 12/1, 32/1, 12/1, 45/1, 31/1, 56/1, 40/1, 7/1, 2/1, 27/1)",276.438,15
"(5/1, 34/1, 31/1)",276.446,3
"(23/1, 25/1, 40/1, 32/1, 58/1, 24/1, 15/1, 48/1, 40/1)",276.454,9
"(51/1, 20/1, 11/1, 53/1, 44/1, 43/1, 57/1)",276.46,7
"(55/1, 53/1, 49/1, 11/1, 38/1, 21/1, 32/1, 18/1, 14/1, 28/1, 59/1, 16/1, 37/1, 45/1, 27/1, 3/1, 30/1)",276.469,17
"(23/1, 14/1, 42/1, 17/1, 7/1, 36/1, 46/1)",276.473,7
"(24/1, 5/1, 25/1, 57/1, 57/1, 60/1, 4/1, 17/1, 54/1, 2/1, 59/1, 60/1, 46/1, 56/1, 6/1, 58/1, 13/1)",276.483,17
"(37/1, 15/1, 8/1, 8/1, 57/1, 48/1, 52/1, 35/1, 59/1, 51/1, 13/1, 52/1, 6/1, 41/1, 40/1, 42/1, 37/1, 37/1, 36/1)",276.492,19
"(28/1, 52/1, 35/1, 33/1, 23/1, 45/1, 59/1, 21/1, 6/1, 31/1, 49/1)",276.52,11
"(40/1, 16/1, 54/1, 39/1, 40/1, 44/1, 17/1, 50/1, 47/1, 1/1)",276.523,10
"(51/1, 32/1, 48/1, 3/1, 19/1, 1/1, 59/1, 9/1, 56/1, 40/1, 29/1, 56/1, 15/1, 18/1, 48/1)",276.562,15
"(4/1, 22/1, 34/1)",276.57,3
"(18/1, 35/1, 24/1, 34/1, 10/1, 30/1, 3/1, 59/1, 20/1, 48/1, 20/1)",276.575,11
"(27/1, 59/1, 25/1, 60/1, 39/1)",276.586,5
"(8/1, 35/1, 35/1, 7/1, 2/1, 26/1, 37/1, 38/1, 39/1, 8/1, 16/1, 49/1, 5/1, 52/1, 25/1, 23/1, 26/1, 27/1, 36/1)",276.593,19
"(39/1, 41/1, 59/1, 53/1, 48/1, 31/1, 15/1, 20/1, 40/1)",276.604,9
"(7/1, 50/1, 1/1, 59/1, 25/1, 56/1, 26/1, 36/1, 3/1, 51/1, 44/1, 49/1, 28/1)",276.615,13
"(5/1, 31/1, 49/1, 47/1, 41/1, 15/1, 9/1, 15/1, 23/1)",276.628,9
"(6/1, 12/1, 1/1, 21/1, 12/1)",276.642,5
"(13/1, 19/1, 52/1, 46/1, 55/1, 13/1, 16/1)",276.671,7
"(56/1, 18/1, 15/1, 22/1, 31/1, 29/1, 43/1, 58/1, 33/1, 1/1, 42/1, 30/1, 15/1, 39/1, 33/1)",276.679,15
"(6/1, 10/1, 41/1, 44/1, 2/1, 53/1, 26/1, 31/1, 11/1, 32/1, 9/1, 49/1, 47/1, 31/1, 26/1)",276.689,15
"(37/1, 51/1, 13/1, 42/1, 60/1, 47/1, 52/1, 55/1, 56/1, 54/1, 46/1, 30/1, 23/1)",276.697,13
"(33/1, 10/1, 9/1, 20/1, 57/1, 26/1, 11/1, 55/1, 28/1, 41/1, 34/1, 38/1, 32/1, 51/1, 32/1)",276.709,15
"(19/1, 8/1, 19/1, 24/1, 22/1, 43/1, 23/1, 27/1, 26/1, 42/1, 18/1, 30/1, 21/1)",276.719,13
"(32/1, 10/1, 12/1)",276.738,3
"(33/1, 51/1, 32/1, 29/1, 33/1, 10/1, 51/1, 19/1, 22/1, 38/1, 20/1, 43/1, 1/1, 5/1, 37/1)",276.744,15
"(43/1, 50/1, 29/1, 53/1, 12/1, 40/1, 33/1, 60/1, 7/1, 40/1, 55/1, 45/1, 45/1, 55/1, 40/1)",276.762,15
"(56/1, 13/1, 12/1, 54/1, 53/1, 28/1, 1/1, 59/1, 35/1, 17/1, 43/1, 3/1, 43/1, 36/1, 15/1, 37/1, 51/1)",276.766,17
"(50/1, 56/1, 48/1, 57/1, 42/1, 14/1, 40/1, 1/1, 5/1, 8/1, 23/1, 32/1, 22/1, 50/1, 40/1)",276.784,15
"(28/1, 52/1, 8/1, 32/1, 36/1)",276.794,5
"(1/1, 11/1, 37/1, 3/1, 55/1, 33/1, 31/1, 14/1, 9/1, 14/1, 23/1, 28/1, 30/1, 12/1, 5/1, 21/1, 52/1)",276.805,17
"(50/1, 45/1, 15/1, 37/1, 46/1, 17/1, 60/1, 12/1, 31/1)",276.817,9
"(54/1, 14/1, 39/1)",276.829,3
"(34/1, 58/1, 3/1, 16/1, 42/1, 31/1, 28/1, 31/1, 38/1, 17/1, 4/1, 46/1, 49/1, 47/1, 56/1)",276.837,15
"(29/1, 53/1, 44/1, 4/1, 8/1, 31/1, 36/1, 14/1, 13/1)",276.862,9
"(25/1, 21/1, 47/1, 32/1, 24/1, 21/1, 8/1, 35/1, 16/1, 52/1, 56/1)",276.879,11
"(7/1, 9/1, 49/1, 9/1, 32/1, 54/1, 27/1, 45/1, 32/1, 50/1, 20/1, 36/1, 15/1, 23/1, 28/1, 24/1, 55/1, 52/1, 50/1)",276.885,19
"(7/1, 11/1, 8/1, 37/1, 26/1, 17/1, 28/1, 33/1, 17/1)",276.891,9
"(9/1, 16/1, 23/1, 17/1, 28/1, 11/1, 37/1, 26/1, 1/1, 30/1, 14/1)",276.904,11
"(12/1, 54/1, 47/1, 49/1, 2/1, 41/1, 3/1, 57/1, 13/1, 45/1, 41/1)",276.933,11
"(47/1, 10/1, 11/1, 51/1, 48/1)",276.949,5
"(33/1, 54/1, 60/1)",276.97,3
"(8/1, 23/1, 13/1, 56/1, 53/1, 3/1)",276.989,6
"(20/1, 19/1, 18/1, 45/1, 23/1, 22/1, 60/1, 59/1, 41/1, 31/1, 18/1, 31/1, 21/1, 29/1, 14/1, 45/1, 57/1)",276.997,17
"(1/1, 16/1, 33/1, 44/1, 52/1, 46/1, 34/1, 57/1, 49/1)",277.029,9
"(44/1, 17/1, 6/1, 48/1, 56/1)",277.035,5
"(27/1, 47/1, 44/1, 29/1, 46/1, 23/1, 9/1)",277.041,7
"(19/1, 57/1, 42/1, 54/1, 34/1)",277.114,5
"(23/1, 15/1, 4/1, 29/1, 10/1, 1/1, 15/1, 8/1, 38/1, 21/1, 19/1, 54/1, 38/1, 40/1, 1/1, 54/1, 32/1, 52/1, 58/1)",277.122,19
"(32/1, 22/1, 1/1, 19/1, 6/1, 48/1, 55/1, 20/1, 59/1, 21/1, 46/1, 7/1, 24/1, 50/1, 52/1, 3/1, 7/1)",277.127,17
"(9/1, 16/1, 11/1, 20/1, 20/1, 31/1, 21/1, 31/1, 60/1)",277.142,9
"(2/1, 22/1, 51/1)",277.147,3
"(53/1, 59/1, 36/1, 26/1, 41/1, 4/1, 57/1, 11/1, 39/1, 11/1, 60/1, 15/1, 59/1, 26/1, 25/1)",277.163,15
"(5/1, 18/1, 9/1, 58/1, 4/1, 24/1, 33/1, 4/1, 21/1, 44/1, 13/1, 48/1, 22/1, 34/1, 33/1, 60/1, 35/1)",277.209,17
"(15/1, 33/1, 35/1, 46/1, 60/1, 24/1, 5/1, 43/1, 37/1, 48/1, 23/1, 28/1, 3/1, 14/1, 11/1, 1/1, 11/1, 50/1, 44/1)",277.24,19
"(51/1, 46/1, 25/1, 31/1, 31/1, 37/1, 37/1, 42/1, 24/1, 45/1, 47/1, 1/1, 47/1, 24/1, 30/1, 23/1, 52/1, 26/1, 14/1)",277.249,19
"(13/1, 41/1, 21/1, 51/1, 44/1)",277.259,5
"(60/1, 20/1, 1/1, 29/1, 50/1, 21/1, 18/1)",277.285,7
"(48/1, 13/1, 36/1, 23/1, 15/1, 10/1, 48/1)",277.292,7
"(31/1, 20/1, 31/1, 16/1, 6/1, 14/1, 30/1)",277.304,7
"(41/1, 36/1, 22/1, 47/1, 34/1, 16/1, 55/1, 60/1, 58/1, 43/1, 1/1, 29/1, 2/1, 50/1, 1/1, 28/1, 34/1, 56/1, 44/1)",277.315,19
"(59/1, 7/1, 8/1, 29/1, 32/1, 3/1, 42/1, 10/1, 17/1)",277.331,9
"(51/1, 34/1, 8/1, 25/1, 30/1, 4/1, 21/1, 21/1, 5/1, 31/1, 12/1, 40/1, 51/1)",277.348,13
"(23/1, 11/1, 41/1, 58/1, 11/1, 23/1, 40/1)",277.379,7
"(58/1, 5/1, 60/1, 30/1, 25/1, 57/1, 42/1, 16/1, 32/1, 38/1, 51/1, 16/1, 6/1, 34/1, 39/1, 21/1, 12/1, 10/1, 26/1)",277.403,19
"(56/1, 45/1, 24/1, 28/1, 13/1, 29/1, 50/1, 14/1, 22/1, 17/1, 8/1, 49/1, 9/1, 26/1, 17/1, 45/1, 43/1)",277.419,17
"(22/1, 26/1, 10/1, 21/1, 4/1, 7/1, 43/1, 52/1, 24/1, 41/1, 47/1, 49/1, 55/1)",277.431,13
"(15/1, 53/1, 22/1, 41/1, 14/1, 25/1, 42/1)",277.47,7
"(7/1, 53/1, 11/1, 38/1, 5/1, 2/1, 31/1, 56/1, 1/1, 39/1, 53/1, 54/1, 30/1, 36/1, 14/1, 55/1, 13/1, 34/1, 45/1)",277.483,19
"(34/1, 34/1, 3/1, 46/1, 14/1, 35/1, 30/1, 23/1, 28/1)",277.501,9
"(30/1, 18/1, 3/1, 2/1, 48/1, 9/1, 18/1, 41/1, 57/1, 32/1, 17/1, 47/1, 31/1, 46/1, 33/1)",277.506,15
"(56/1, 4/1, 35/1, 20/1, 59/1, 12/1, 29/1, 11/1, 7/1)",277.558,9
"(35/1, 34/1, 32/1, 14/1, 52/1, 20/1, 17/1, 17/1, 9/1)",277.574,9
"(38/1, 32/1, 38/1, 55/1, 47/1, 42/1, 40/1, 45/1, 6/1, 22/1, 34/1, 4/1, 26/1)",277.579,13
"(20/1, 40/1, 19/1, 37/1, 29/1, 53/1, 15/1, 58/1, 19/1, 53/1, 50/1)",277.589,11
"(32/1, 47/1, 54/1)",277.61,3
"(37/1, 45/1, 12/1, 25/1, 17/1, 51/1, 3/1, 4/1, 60/1, 51/1, 1/1, 58/1, 47/1, 49/1, 47/1, 53/1, 40/1)",277.617,17
"(44/1, 35/1, 47/1, 46/1, 52/1, 40/1, 48/1, 45/1, 58/1, 24/1, 25/1, 4/1, 14/1, 53/1, 32/1)",277.628,15
"(11/1, 38/1, 5/1, 39/1, 35/1, 50/1, 13/1, 59/1, 41/1, 3/1, 2/1, 33/1, 24/1, 41/1, 32/1)",277.636,15
"(30/1, 11/1, 54/1, 1/1, 18/1, 38/1, 58/1, 17/1, 5/1, 42/1, 58/1)",277.652,11
"(11/1, 26/1, 13/1)",277.667,3
"(38/1, 30/1, 5/1, 24/1, 11/1, 47/1, 36/1)",277.68,7
"(3/1, 17/1, 52/1, 3/1)",277.694,4
"(43/1, 45/1, 47/1, 35/1, 27/1, 2/1, 24/1)",277.701,7
"(7/1, 49/1, 15/1, 30/1, 55/1, 48/1, 8/1, 54/1, 1/1, 2/1, 24/1, 53/1, 51/1, 56/1, 26/1, 15/1, 23/1, 35/1, 47/1)",277.717,19
"(33/1, 37/1, 3/1, 8/1, 30/1, 24/1, 33/1, 8/1, 57/1, 53/1, 33/1, 43/1, 54/1, 5/1, 11/1)",277.727,15
"(58/1, 19/1, 37/1)",277.732,3
"(11/1, 14/1, 16/1)",277.743,3
"(47/1, 26/1, 25/1)",277.763,3
