Adversarial Examples,Time(s),Length of Adversarial Examples
"(21/1, 18/1, 2/1, 2/1, 38/1, 48/1, 44/1, 22/1, 22/1, 24/1, 57/1, 46/1, 10/1, 48/1, 54/1)",277.78,15
"(46/1, 19/1, 10/1, 40/1, 43/1, 2/1, 1/1, 12/1, 26/1, 17/1, 60/1, 39/1, 23/1, 32/1, 26/1, 48/1, 14/1, 50/1, 46/1, 1/1)",277.785,20
"(39/1, 42/1, 25/1, 48/1, 56/1)",277.803,5
"(44/1, 3/1, 35/1, 60/1, 36/1, 13/1, 21/1)",277.813,7
"(20/1, 11/1, 38/1, 22/1, 23/1, 21/1, 32/1, 11/1, 40/1, 45/1, 30/1, 46/1, 34/1, 40/1, 57/1, 43/1, 34/1)",277.825,17
"(52/1, 50/1, 4/1, 52/1, 8/1, 50/1, 39/1, 13/1, 22/1)",277.836,9
"(18/1, 1/1, 7/1, 56/1, 21/1, 21/1, 44/1, 55/1, 13/1, 32/1, 52/1)",277.851,11
"(24/1, 27/1, 7/1, 8/1, 44/1, 43/1, 41/1, 6/1, 31/1, 7/1, 10/1, 37/1, 27/1)",277.863,13
"(53/1, 26/1, 22/1, 20/1, 37/1, 19/1, 18/1, 22/1, 50/1)",277.867,9
"(13/1, 28/1, 10/1, 42/1, 28/1)",277.889,5
"(13/1, 12/1, 55/1, 57/1, 7/1, 56/1, 13/1, 5/1, 59/1, 19/1, 26/1, 42/1, 11/1, 38/1, 36/1)",277.901,15
"(16/1, 59/1, 19/1, 31/1, 28/1, 33/1, 24/1, 47/1, 19/1, 25/1, 16/1, 20/1, 22/1)",277.916,13
"(39/1, 38/1, 46/1, 4/1, 21/1, 55/1, 11/1, 38/1, 58/1)",277.942,9
"(2/1, 15/1, 30/1, 50/1, 39/1, 49/1, 13/1, 26/1, 5/1, 19/1, 12/1, 16/1, 30/1, 9/1, 2/1, 38/1, 28/1)",277.964,17
"(23/1, 58/1, 24/1, 50/1, 30/1, 33/1, 3/1, 57/1, 32/1)",277.977,9
"(56/1, 56/1, 32/1, 23/1, 47/1, 58/1, 15/1, 53/1, 41/1, 11/1, 41/1, 8/1, 11/1)",277.999,13
"(37/1, 43/1, 3/1, 16/1, 7/1, 37/1, 59/1)",278.015,7
"(42/1, 8/1, 4/1)",278.028,3
"(32/1, 19/1, 13/1)",278.043,3
"(32/1, 13/1, 4/1, 43/1, 12/1, 17/1, 3/1, 19/1, 12/1, 58/1, 9/1, 36/1, 24/1, 58/1, 37/1, 35/1, 7/1, 29/1, 42/1)",278.059,19
"(10/1, 15/1, 3/1, 49/1, 59/1, 2/1, 21/1, 2/1, 32/1, 1/1, 37/1, 52/1, 46/1, 53/1, 26/1, 58/1, 44/1, 6/1)",278.083,18
"(33/1, 55/1, 22/1, 43/1, 50/1)",278.098,5
"(10/1, 52/1, 34/1)",278.106,3
"(19/1, 7/1, 27/1, 7/1, 53/1, 29/1, 12/1, 57/1, 33/1)",278.118,9
"(34/1, 52/1, 41/1, 43/1, 28/1, 49/1, 60/1, 54/1, 55/1, 41/1, 21/1, 56/1, 50/1, 17/1, 25/1, 9/1, 48/1, 60/1, 32/1)",278.137,19
"(21/1, 17/1, 44/1, 12/1, 55/1, 45/1, 18/1, 39/1, 51/1)",278.175,9
"(59/1, 42/1, 19/1, 42/1, 10/1, 48/1, 22/1, 56/1, 17/1, 7/1, 32/1, 26/1, 15/1, 56/1, 39/1, 34/1, 16/1, 43/1, 44/1)",278.195,19
"(13/1, 27/1, 47/1, 44/1, 24/1, 41/1, 46/1, 7/1, 59/1, 42/1, 23/1, 39/1, 3/1, 54/1, 39/1)",278.203,15
"(13/1, 18/1, 37/1, 53/1, 20/1, 2/1, 7/1)",278.221,7
"(34/1, 17/1, 15/1, 38/1, 55/1, 33/1, 3/1, 31/1, 18/1, 50/1, 35/1, 16/1, 46/1, 58/1, 8/1, 59/1, 35/1)",278.236,17
"(57/1, 13/1, 12/1, 29/1, 2/1, 18/1, 51/1, 17/1, 59/1, 5/1, 18/1)",278.24,11
"(8/1, 54/1, 3/1, 43/1, 56/1, 33/1, 38/1, 1/1, 21/1, 25/1, 19/1, 46/1, 41/1, 47/1, 24/1, 51/1, 16/1, 51/1, 51/1)",278.252,19
"(59/1, 54/1, 21/1, 21/1, 3/1, 44/1, 20/1, 25/1, 45/1, 50/1, 42/1)",278.268,11
"(31/1, 25/1, 29/1, 44/1, 3/1, 35/1, 42/1, 55/1, 42/1)",278.278,9
"(28/1, 59/1, 53/1, 8/1, 10/1)",278.287,5
"(14/1, 57/1, 53/1)",278.296,3
"(57/1, 26/1, 3/1, 52/1, 11/1, 51/1, 5/1, 38/1, 56/1, 5/1, 15/1, 7/1, 17/1, 59/1, 14/1, 51/1, 31/1, 45/1, 44/1)",278.301,19
"(8/1, 8/1, 13/1, 26/1, 10/1, 46/1, 12/1, 15/1, 10/1, 19/1, 2/1, 48/1, 27/1, 34/1, 16/1)",278.309,15
"(6/1, 7/1, 29/1, 7/1, 52/1, 49/1, 17/1, 51/1, 11/1, 14/1, 4/1, 46/1, 29/1)",278.322,13
"(15/1, 48/1, 44/1, 11/1, 6/1, 12/1, 55/1, 40/1, 60/1, 10/1, 3/1, 12/1, 39/1, 16/1, 2/1, 37/1, 53/1)",278.345,17
"(25/1, 29/1, 30/1, 53/1, 40/1, 49/1, 57/1)",278.357,7
"(7/1, 30/1, 7/1, 18/1, 35/1, 31/1, 54/1, 56/1, 7/1, 23/1, 23/1, 52/1, 9/1, 39/1, 51/1)",278.369,15
"(4/1, 49/1, 50/1, 48/1, 33/1, 9/1, 9/1, 43/1, 46/1)",278.379,9
"(59/1, 31/1, 47/1, 54/1, 54/1, 45/1, 10/1, 32/1, 2/1, 38/1, 30/1, 8/1, 1/1, 47/1, 50/1)",278.393,15
"(10/1, 11/1, 5/1, 22/1, 38/1, 44/1, 8/1, 57/1, 57/1, 54/1, 14/1, 33/1, 22/1)",278.419,13
"(27/1, 22/1, 28/1, 60/1, 43/1, 23/1, 42/1, 22/1, 33/1, 15/1, 43/1, 18/1, 33/1, 51/1, 11/1, 60/1, 21/1, 56/1, 35/1)",278.424,19
"(56/1, 16/1, 30/1, 45/1, 39/1, 26/1, 49/1)",278.442,7
"(40/1, 6/1, 31/1)",278.457,3
"(53/1, 41/1, 35/1, 49/1, 11/1, 7/1, 49/1, 55/1, 57/1, 3/1, 40/1, 32/1, 52/1, 36/1, 38/1, 1/1, 43/1, 15/1, 18/1)",278.469,19
"(9/1, 50/1, 23/1)",278.485,3
"(36/1, 59/1, 33/1, 14/1, 23/1, 34/1, 43/1, 20/1, 23/1)",278.489,9
"(52/1, 46/1, 34/1, 4/1, 10/1, 24/1, 43/1)",278.495,7
"(32/1, 45/1, 48/1, 53/1, 32/1, 2/1, 26/1, 33/1, 5/1, 42/1, 29/1)",278.499,11
"(54/1, 6/1, 43/1, 17/1, 7/1, 11/1, 9/1, 30/1, 46/1, 34/1, 27/1, 5/1, 7/1, 48/1, 50/1, 13/1, 34/1, 27/1, 31/1, 1/1)",278.501,20
"(7/1, 18/1, 4/1, 42/1, 38/1)",278.509,5
"(35/1, 17/1, 60/1, 40/1, 59/1, 3/1, 33/1, 2/1, 45/1, 17/1, 36/1, 16/1, 17/1, 34/1, 3/1, 45/1, 25/1)",278.519,17
"(51/1, 54/1, 26/1, 12/1, 31/1, 30/1, 1/1, 15/1, 28/1, 60/1, 42/1, 7/1, 25/1)",278.528,13
"(55/1, 37/1, 56/1, 32/1, 34/1, 42/1, 42/1, 12/1, 31/1, 17/1, 5/1)",278.55,11
"(46/1, 32/1, 36/1, 54/1, 59/1, 18/1, 34/1)",278.573,7
"(21/1, 21/1, 40/1, 59/1, 35/1, 48/1, 29/1)",278.58,7
"(44/1, 22/1, 43/1, 17/1, 7/1)",278.595,5
"(44/1, 18/1, 55/1, 44/1, 28/1, 17/1, 42/1, 57/1, 5/1, 38/1, 49/1, 9/1, 4/1, 50/1, 49/1, 56/1, 29/1, 31/1, 48/1)",278.6,19
"(9/1, 4/1, 21/1, 48/1, 6/1, 3/1, 14/1)",278.65,7
"(55/1, 8/1, 30/1, 37/1, 9/1, 25/1, 22/1, 45/1, 56/1, 5/1, 57/1, 16/1, 39/1, 46/1, 56/1, 12/1, 29/1)",278.665,17
"(40/1, 48/1, 30/1, 56/1, 5/1, 15/1, 5/1, 60/1, 56/1, 53/1, 7/1, 30/1, 26/1, 25/1, 20/1, 37/1, 47/1, 43/1, 60/1, 4/1)",278.672,20
"(24/1, 60/1, 57/1, 30/1, 17/1, 54/1, 50/1, 1/1, 60/1)",278.677,9
"(17/1, 45/1, 54/1, 60/1, 52/1, 3/1)",278.681,6
"(2/1, 14/1, 46/1)",278.701,3
"(8/1, 8/1, 9/1, 9/1, 13/1, 59/1, 5/1, 30/1, 24/1, 9/1, 39/1, 29/1, 14/1, 57/1, 32/1)",278.71,15
"(13/1, 28/1, 22/1, 20/1, 10/1, 32/1, 55/1, 7/1, 36/1, 32/1, 5/1, 53/1, 13/1)",278.732,13
"(31/1, 43/1, 1/1, 56/1, 37/1, 45/1, 55/1, 28/1, 31/1, 30/1, 15/1, 22/1, 12/1, 17/1, 29/1, 30/1, 9/1, 34/1, 34/1)",278.757,19
"(38/1, 18/1, 59/1, 46/1, 3/1, 38/1, 11/1, 14/1, 29/1, 28/1, 53/1, 35/1, 11/1, 21/1, 19/1, 34/1, 54/1)",278.765,17
"(52/1, 30/1, 29/1, 7/1, 24/1, 32/1, 23/1, 5/1, 7/1, 18/1, 19/1, 32/1, 13/1, 49/1, 56/1, 1/1)",278.772,16
"(38/1, 15/1, 36/1, 58/1, 8/1, 11/1, 19/1, 40/1, 53/1, 59/1, 41/1)",278.777,11
"(41/1, 33/1, 3/1, 34/1, 56/1)",278.787,5
"(49/1, 30/1, 38/1)",278.814,3
"(28/1, 59/1, 17/1, 44/1, 40/1, 7/1, 19/1, 26/1, 36/1, 54/1, 34/1, 40/1, 27/1, 35/1, 41/1)",278.819,15
"(8/1, 19/1, 23/1, 58/1, 3/1, 3/1, 6/1, 40/1, 13/1, 55/1, 51/1)",278.829,11
"(1/1, 15/1, 59/1, 57/1, 16/1, 56/1, 56/1, 41/1, 2/1, 15/1, 16/1, 51/1, 15/1)",278.833,13
"(13/1, 25/1, 49/1)",278.841,3
"(18/1, 22/1, 51/1, 55/1, 37/1, 57/1, 47/1, 47/1, 29/1, 29/1, 32/1, 45/1, 11/1, 40/1, 15/1, 22/1, 15/1, 53/1, 34/1)",278.848,19
"(31/1, 6/1, 60/1, 10/1, 24/1, 47/1, 50/1, 35/1, 23/1, 38/1, 28/1, 32/1, 55/1, 4/1, 28/1, 4/1, 13/1)",278.871,17
"(33/1, 58/1, 14/1, 32/1, 54/1, 2/1, 56/1, 5/1, 35/1, 44/1, 20/1, 38/1, 58/1)",278.882,13
"(32/1, 30/1, 5/1, 22/1, 24/1, 55/1, 3/1, 59/1, 9/1, 21/1, 39/1)",278.886,11
"(43/1, 54/1, 10/1, 57/1, 30/1, 32/1, 38/1, 9/1, 26/1, 30/1, 15/1, 51/1, 15/1, 43/1, 39/1, 19/1, 14/1, 2/1, 31/1)",278.893,19
"(27/1, 2/1, 43/1, 30/1, 29/1, 22/1, 16/1, 30/1, 15/1, 31/1, 58/1, 56/1, 41/1, 54/1, 35/1, 38/1, 57/1)",278.907,17
"(2/1, 57/1, 16/1, 22/1, 9/1, 24/1, 25/1, 40/1, 51/1)",278.914,9
"(46/1, 7/1, 14/1)",278.918,3
"(28/1, 45/1, 2/1, 50/1, 45/1)",278.93,5
"(52/1, 26/1, 14/1, 12/1, 20/1, 36/1, 5/1, 5/1, 34/1, 52/1, 41/1, 30/1, 48/1, 4/1, 16/1)",278.94,15
"(27/1, 4/1, 2/1)",278.947,3
"(50/1, 27/1, 20/1, 36/1, 50/1, 4/1, 38/1, 38/1, 45/1, 33/1, 4/1, 21/1, 1/1, 23/1, 38/1, 25/1, 21/1)",278.951,17
"(36/1, 28/1, 8/1, 34/1, 40/1, 7/1, 11/1, 4/1, 45/1, 28/1, 7/1, 13/1, 6/1, 31/1, 29/1)",278.972,15
"(2/1, 8/1, 1/1, 56/1, 10/1)",278.982,5
"(6/1, 11/1, 29/1, 15/1, 34/1, 41/1, 11/1, 50/1, 50/1, 49/1, 14/1, 59/1, 27/1, 22/1, 18/1)",278.999,15
"(13/1, 15/1, 38/1, 1/1, 30/1, 46/1, 6/1, 51/1, 56/1, 40/1, 55/1, 48/1, 30/1, 60/1, 47/1, 55/1, 36/1, 32/1, 36/1)",279.011,19
"(57/1, 57/1, 23/1, 58/1, 37/1, 1/1, 36/1)",279.025,7
"(13/1, 21/1, 27/1)",279.05,3
"(30/1, 43/1, 53/1, 40/1, 47/1, 50/1, 24/1, 36/1, 45/1, 40/1, 53/1, 18/1, 57/1, 40/1, 46/1, 7/1, 23/1)",279.075,17
"(13/1, 33/1, 31/1, 57/1, 35/1, 23/1, 10/1, 17/1, 4/1, 52/1, 42/1, 59/1, 42/1, 9/1, 37/1, 60/1, 4/1, 47/1, 7/1)",279.086,19
"(10/1, 10/1, 9/1, 59/1, 60/1, 2/1, 35/1, 55/1, 13/1, 12/1, 10/1)",279.095,11
"(32/1, 11/1, 10/1, 29/1, 13/1, 50/1, 38/1, 48/1, 13/1, 17/1, 49/1, 16/1, 10/1, 48/1, 19/1)",279.106,15
"(17/1, 24/1, 43/1)",279.113,3
"(54/1, 15/1, 56/1, 50/1, 26/1, 44/1, 35/1, 4/1, 29/1)",279.144,9
"(46/1, 29/1, 32/1, 33/1, 35/1, 25/1, 13/1)",279.157,7
"(13/1, 47/1, 17/1, 21/1, 27/1)",279.163,5
"(14/1, 15/1, 20/1, 51/1, 16/1, 48/1, 33/1)",279.177,7
"(58/1, 12/1, 29/1, 22/1, 42/1, 6/1, 37/1, 36/1, 21/1, 35/1, 32/1)",279.189,11
"(15/1, 24/1, 35/1, 48/1, 54/1)",279.196,5
"(38/1, 44/1, 52/1, 3/1, 30/1)",279.202,5
"(60/1, 15/1, 11/1)",279.213,3
"(27/1, 8/1, 3/1, 42/1, 48/1, 50/1, 39/1)",279.225,7
"(40/1, 17/1, 54/1, 6/1, 47/1, 29/1, 3/1, 51/1, 53/1)",279.232,9
"(13/1, 40/1, 47/1)",279.245,3
"(2/1, 46/1, 2/1, 34/1, 23/1, 50/1, 9/1, 50/1, 4/1, 52/1, 48/1, 26/1, 2/1, 17/1, 36/1)",279.26,15
"(12/1, 23/1, 6/1, 26/1, 34/1, 19/1, 15/1, 31/1, 56/1, 35/1, 13/1, 55/1, 58/1, 56/1, 6/1, 52/1, 33/1)",279.282,17
"(58/1, 26/1, 60/1, 18/1, 17/1, 35/1, 57/1)",279.291,7
"(21/1, 5/1, 26/1, 33/1, 23/1, 14/1, 51/1, 18/1, 47/1, 23/1, 11/1, 57/1, 10/1, 43/1, 23/1)",279.296,15
"(56/1, 39/1, 17/1, 49/1, 52/1, 18/1, 22/1)",279.316,7
"(26/1, 15/1, 13/1, 54/1, 34/1, 9/1, 2/1)",279.322,7
"(56/1, 16/1, 10/1, 4/1, 8/1, 46/1, 4/1, 58/1, 47/1)",279.332,9
"(48/1, 10/1, 5/1, 6/1, 29/1)",279.341,5
"(60/1, 39/1, 45/1)",279.35,3
"(38/1, 43/1, 1/1, 1/1, 56/1, 36/1, 54/1, 52/1, 34/1, 44/1, 3/1, 39/1, 39/1, 45/1, 56/1)",279.36,15
"(12/1, 16/1, 49/1, 2/1, 5/1, 56/1, 31/1, 24/1, 7/1, 28/1, 20/1, 18/1, 28/1, 14/1, 12/1, 54/1, 7/1, 2/1, 49/1)",279.371,19
"(49/1, 16/1, 11/1)",279.384,3
"(55/1, 6/1, 4/1)",279.396,3
"(56/1, 20/1, 11/1, 4/1, 4/1)",279.402,5
"(48/1, 35/1, 33/1, 14/1, 12/1, 24/1, 60/1, 25/1, 51/1, 19/1, 55/1, 56/1, 16/1, 57/1, 47/1, 27/1, 27/1)",279.417,17
"(10/1, 38/1, 11/1, 29/1, 13/1)",279.423,5
"(18/1, 2/1, 13/1, 6/1, 38/1, 28/1, 2/1, 21/1, 43/1, 35/1, 56/1)",279.428,11
"(45/1, 7/1, 21/1, 38/1, 16/1, 53/1, 22/1, 54/1, 58/1, 19/1, 24/1, 6/1, 32/1, 10/1, 22/1)",279.442,15
"(53/1, 13/1, 21/1, 50/1, 19/1, 35/1, 42/1, 19/1, 36/1, 20/1, 46/1, 29/1, 14/1, 39/1, 26/1, 54/1, 46/1)",279.45,17
"(17/1, 11/1, 13/1, 25/1, 55/1, 37/1, 42/1, 6/1, 40/1, 30/1, 16/1, 41/1, 32/1, 1/1)",279.461,14
"(13/1, 36/1, 45/1)",279.469,3
"(59/1, 3/1, 52/1, 39/1, 52/1, 8/1, 16/1, 6/1, 8/1, 59/1, 26/1)",279.481,11
"(34/1, 9/1, 25/1, 31/1, 42/1, 32/1, 27/1, 37/1, 29/1, 19/1, 26/1)",279.502,11
"(3/1, 35/1, 59/1, 43/1, 24/1)",279.518,5
"(49/1, 45/1, 18/1, 16/1, 36/1, 56/1, 57/1)",279.531,7
"(3/1, 33/1, 18/1)",279.56,3
"(51/1, 44/1, 19/1, 4/1, 10/1, 49/1, 52/1, 39/1, 15/1, 51/1, 56/1, 23/1, 44/1, 47/1, 10/1, 1/1, 30/1)",279.574,17
"(40/1, 7/1, 33/1)",279.58,3
"(38/1, 55/1, 60/1, 19/1, 43/1, 60/1, 58/1, 13/1, 35/1, 11/1, 56/1)",279.586,11
"(41/1, 47/1, 55/1, 22/1, 25/1, 33/1, 41/1)",279.612,7
"(39/1, 20/1, 20/1, 3/1, 12/1, 55/1, 49/1, 39/1, 18/1, 8/1, 24/1, 38/1, 32/1, 18/1, 16/1, 2/1, 8/1)",279.64,17
"(60/1, 25/1, 37/1, 19/1, 53/1, 26/1, 49/1, 41/1, 55/1, 21/1, 39/1, 39/1, 28/1, 23/1, 55/1, 26/1, 13/1)",279.654,17
"(9/1, 25/1, 59/1, 45/1, 36/1)",279.662,5
"(11/1, 54/1, 59/1, 19/1, 41/1, 50/1, 25/1, 59/1, 27/1, 33/1, 44/1, 48/1, 53/1)",279.681,13
"(45/1, 51/1, 60/1, 10/1, 1/1, 15/1, 26/1)",279.69,7
"(33/1, 10/1, 44/1, 6/1, 22/1, 4/1, 9/1, 40/1, 6/1, 59/1, 44/1)",279.713,11
"(21/1, 21/1, 33/1, 42/1, 12/1, 60/1, 53/1, 54/1, 59/1)",279.721,9
"(34/1, 45/1, 58/1)",279.727,3
"(38/1, 49/1, 56/1, 36/1, 16/1, 9/1, 47/1, 11/1, 6/1, 12/1, 40/1)",279.731,11
"(60/1, 56/1, 29/1, 3/1, 19/1, 45/1, 21/1, 31/1, 47/1, 55/1, 4/1, 4/1, 40/1, 21/1, 5/1)",279.741,15
"(31/1, 35/1, 39/1, 11/1, 49/1, 43/1, 41/1, 10/1, 19/1, 1/1, 12/1)",279.747,11
"(23/1, 34/1, 15/1, 34/1, 30/1, 45/1, 49/1, 11/1, 19/1, 40/1, 23/1, 38/1, 15/1, 42/1, 39/1)",279.751,15
"(57/1, 29/1, 36/1, 1/1, 26/1)",279.756,5
"(15/1, 17/1, 15/1, 3/1, 41/1, 40/1, 13/1, 28/1, 56/1, 17/1, 5/1)",279.765,11
"(11/1, 51/1, 31/1, 27/1, 36/1, 1/1, 53/1, 57/1, 5/1, 46/1, 23/1)",279.777,11
"(37/1, 20/1, 25/1)",279.784,3
"(35/1, 27/1, 60/1, 42/1, 29/1, 19/1, 32/1, 50/1, 24/1, 43/1, 10/1, 50/1, 44/1)",279.791,13
"(46/1, 43/1, 27/1, 54/1, 47/1, 24/1, 46/1, 48/1, 2/1, 52/1, 26/1, 46/1, 38/1, 57/1, 51/1, 47/1, 27/1, 39/1, 47/1)",279.798,19
"(4/1, 22/1, 34/1, 43/1, 45/1, 55/1, 54/1, 18/1, 15/1, 58/1, 1/1, 14/1, 47/1, 32/1, 8/1, 42/1, 7/1, 9/1, 25/1)",279.81,19
"(41/1, 58/1, 16/1, 23/1, 27/1, 29/1, 1/1, 6/1, 30/1, 46/1, 2/1, 59/1, 13/1, 24/1, 38/1, 29/1, 12/1, 60/1, 59/1)",279.868,19
"(6/1, 48/1, 18/1, 39/1, 6/1, 54/1, 23/1, 11/1, 9/1, 25/1, 37/1, 48/1, 40/1, 49/1, 29/1, 18/1, 43/1)",279.879,17
"(2/1, 51/1, 47/1)",279.893,3
"(17/1, 12/1, 48/1, 4/1, 58/1, 44/1, 56/1, 17/1, 27/1, 4/1, 14/1, 33/1, 26/1, 1/1, 40/1, 38/1, 5/1, 21/1, 26/1)",279.919,19
"(35/1, 32/1, 45/1, 28/1, 12/1, 51/1, 45/1)",279.927,7
"(50/1, 18/1, 17/1)",279.942,3
"(29/1, 13/1, 49/1, 47/1, 11/1, 51/1, 54/1, 27/1, 42/1, 50/1, 27/1, 60/1, 54/1, 55/1, 25/1)",279.956,15
"(33/1, 55/1, 2/1, 24/1, 55/1, 13/1, 29/1, 34/1, 14/1, 28/1, 26/1, 47/1, 1/1, 21/1, 57/1)",279.969,15
"(49/1, 31/1, 10/1, 38/1, 23/1, 51/1, 3/1, 43/1, 22/1, 25/1, 31/1, 42/1, 36/1)",279.973,13
"(29/1, 44/1, 55/1, 59/1, 46/1)",279.983,5
"(21/1, 49/1, 42/1)",279.997,3
"(41/1, 19/1, 19/1, 54/1, 19/1, 18/1, 60/1, 31/1, 18/1, 42/1, 17/1, 12/1, 2/1, 50/1, 47/1)",280.003,15
"(34/1, 4/1, 6/1, 17/1, 51/1, 21/1, 39/1, 15/1, 35/1, 30/1, 8/1, 45/1, 54/1)",280.012,13
"(14/1, 5/1, 49/1, 39/1, 47/1, 51/1, 17/1, 26/1, 31/1, 60/1, 17/1, 20/1, 3/1, 50/1, 36/1, 3/1)",280.049,16
"(15/1, 37/1, 6/1, 53/1, 1/1, 34/1, 25/1)",280.062,7
"(40/1, 40/1, 9/1, 31/1, 35/1, 22/1, 17/1, 54/1, 54/1)",280.085,9
"(35/1, 60/1, 41/1, 56/1, 5/1, 48/1, 11/1, 51/1, 2/1, 10/1, 37/1, 8/1, 18/1, 6/1, 13/1, 43/1, 24/1, 36/1, 60/1)",280.102,19
"(14/1, 17/1, 26/1, 58/1, 30/1, 19/1, 49/1, 41/1, 16/1, 51/1, 44/1, 14/1, 10/1)",280.114,13
"(6/1, 7/1, 60/1, 40/1, 57/1, 14/1, 46/1, 19/1, 40/1, 43/1, 13/1, 24/1, 36/1, 42/1, 11/1, 34/1, 1/1, 40/1, 20/1)",280.127,19
"(59/1, 2/1, 27/1, 34/1, 2/1, 1/1, 11/1, 35/1, 44/1, 12/1, 45/1, 17/1, 15/1, 9/1, 51/1, 55/1, 29/1, 37/1, 56/1)",280.137,19
"(8/1, 34/1, 54/1, 53/1, 30/1, 28/1, 37/1)",280.173,7
"(44/1, 34/1, 22/1, 54/1, 5/1, 59/1, 46/1, 31/1, 53/1, 26/1, 7/1, 8/1, 14/1)",280.188,13
"(1/1, 24/1, 16/1)",280.195,3
"(21/1, 11/1, 45/1, 43/1, 9/1, 34/1, 37/1, 25/1, 48/1, 59/1, 40/1, 8/1, 1/1, 42/1, 34/1, 56/1, 21/1)",280.21,17
"(23/1, 9/1, 23/1, 50/1, 32/1, 25/1, 35/1, 54/1, 49/1)",280.218,9
"(31/1, 1/1, 18/1, 57/1, 57/1, 27/1, 58/1, 42/1, 57/1, 50/1, 57/1, 11/1, 14/1, 38/1, 18/1, 22/1, 24/1, 23/1, 60/1)",280.242,19
"(38/1, 2/1, 34/1, 2/1, 15/1, 43/1, 30/1, 9/1, 9/1)",280.248,9
"(32/1, 28/1, 30/1)",280.257,3
"(12/1, 9/1, 58/1, 52/1, 23/1, 26/1, 15/1)",280.272,7
"(25/1, 52/1, 58/1)",280.278,3
"(16/1, 10/1, 29/1, 10/1, 12/1, 7/1, 28/1, 19/1, 3/1, 35/1, 21/1, 55/1, 31/1)",280.285,13
"(46/1, 50/1, 5/1, 33/1, 53/1, 51/1, 58/1)",280.291,7
"(21/1, 47/1, 33/1, 60/1, 18/1, 57/1, 23/1, 44/1, 20/1, 11/1, 23/1, 55/1, 9/1, 36/1, 43/1)",280.308,15
"(48/1, 53/1, 58/1)",280.315,3
"(44/1, 41/1, 44/1, 55/1, 8/1, 14/1, 39/1, 36/1, 19/1, 23/1, 2/1, 51/1, 4/1, 51/1, 4/1, 57/1, 46/1)",280.326,17
"(42/1, 22/1, 27/1)",280.34,3
"(20/1, 50/1, 37/1)",280.346,3
"(58/1, 28/1, 40/1, 18/1, 13/1, 58/1, 43/1, 2/1, 23/1)",280.355,9
"(14/1, 36/1, 49/1)",280.365,3
"(10/1, 45/1, 22/1)",280.374,3
"(14/1, 45/1, 50/1)",280.403,3
"(8/1, 50/1, 52/1)",280.408,3
"(4/1, 13/1, 54/1, 9/1, 53/1, 10/1, 40/1, 59/1, 30/1, 41/1, 50/1)",280.414,11
"(49/1, 24/1, 41/1, 6/1, 16/1, 10/1, 32/1, 52/1, 45/1, 48/1, 49/1, 17/1, 25/1, 38/1, 44/1, 57/1, 51/1, 24/1, 20/1)",280.419,19
"(14/1, 40/1, 47/1, 9/1, 36/1, 18/1, 40/1, 17/1, 57/1, 52/1, 40/1, 34/1, 12/1, 11/1, 13/1, 19/1, 12/1, 43/1, 30/1)",280.435,19
"(41/1, 46/1, 20/1, 54/1, 20/1, 8/1, 15/1, 33/1, 33/1, 30/1, 38/1, 45/1, 45/1)",280.454,13
"(17/1, 1/1, 49/1, 57/1, 25/1, 20/1, 25/1, 21/1, 23/1, 33/1, 18/1, 36/1, 49/1, 48/1, 16/1, 34/1, 47/1)",280.466,17
"(36/1, 22/1, 18/1, 41/1, 21/1, 41/1, 58/1, 42/1, 32/1, 44/1, 35/1)",280.472,11
"(38/1, 23/1, 31/1, 45/1, 2/1, 29/1, 24/1, 45/1, 51/1)",280.496,9
"(48/1, 41/1, 36/1, 41/1, 50/1, 30/1, 14/1)",280.505,7
"(49/1, 42/1, 28/1, 55/1, 10/1, 45/1, 39/1)",280.511,7
"(60/1, 1/1, 4/1, 29/1, 39/1, 11/1, 36/1, 6/1, 4/1)",280.521,9
"(48/1, 47/1, 36/1, 42/1, 48/1, 60/1, 53/1)",280.525,7
"(7/1, 52/1, 39/1, 48/1, 42/1)",280.535,5
"(9/1, 44/1, 49/1, 35/1, 21/1, 24/1, 48/1, 48/1, 27/1, 51/1, 42/1, 25/1, 42/1, 50/1, 22/1)",280.542,15
"(34/1, 14/1, 17/1, 6/1, 5/1, 30/1, 16/1, 48/1, 53/1)",280.548,9
"(9/1, 9/1, 5/1, 26/1, 19/1, 25/1, 23/1, 51/1, 19/1, 11/1, 15/1, 59/1, 35/1, 4/1, 41/1, 59/1, 15/1, 52/1, 46/1)",280.565,19
"(54/1, 31/1, 33/1, 38/1, 39/1, 50/1, 33/1, 22/1, 18/1, 59/1, 49/1, 10/1, 3/1)",280.573,13
"(56/1, 28/1, 36/1, 6/1, 39/1, 54/1, 2/1, 53/1, 43/1, 44/1, 56/1, 24/1, 23/1)",280.584,13
"(50/1, 25/1, 15/1)",280.611,3
"(13/1, 50/1, 28/1)",280.619,3
"(43/1, 57/1, 18/1, 34/1, 9/1, 58/1, 60/1, 39/1, 10/1, 52/1, 12/1, 52/1, 54/1, 49/1, 34/1)",280.636,15
"(25/1, 57/1, 45/1, 15/1, 9/1, 38/1, 50/1, 3/1, 1/1)",280.65,9
"(28/1, 53/1, 20/1, 12/1, 31/1, 57/1, 44/1)",280.675,7
"(51/1, 14/1, 24/1, 10/1, 27/1, 8/1, 25/1)",280.681,7
"(39/1, 28/1, 35/1)",280.691,3
